title,price,rooms,area,parking,bathrooms,tax,condominium_fee,link,city,neighborhood
"Apartamento Mobiliado em Condomínio Clube com Churrasqueira e 2 dormitórios para alugar, 7",3999,2.0,71.0,1.0,2.0,80.0,600.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-mobiliado-em-condominio-clube-com-churrasqueira-e-2-dormitorios-para-alugar-7-1315944780,Curitiba,Santo Inácio
Apartamento de 1 quarto para locação na Cidade Industrial de Curitiba-PR: 37m² de conforto,1350,1.0,37.0,,1.0,350.0,290.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-de-1-quarto-para-locacao-na-cidade-industrial-de-curitiba-pr-37m-de-conforto-1315936602,Curitiba,Cidade Industrial
"Apartamento 164 m² mobiliado, com 3 suítes e 2 vagas de garagem no Batel R$ 9.900,00 + tax",9900,3.0,163.0,2.0,4.0,456.0,1636.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-164-m-mobiliado-com-3-suites-e-2-vagas-de-garagem-no-batel-r-9-900-00-tax-1315914923,Curitiba,Bigorrilho
"Apartamento com 2 quartos na Vila Izabel, em Curitiba 1 por andar - 96 m² | AP0267",8500,2.0,96.0,2.0,2.0,250.0,1351.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-quartos-na-vila-izabel-em-curitiba-1-por-andar-96-m-ap0267-1315914717,Curitiba,Vila Izabel
"Apartamento mobiliado com 1 dormitório, closet e 2 vagas de garagem no Batel, R$ 6.100,00",5900,1.0,98.0,2.0,2.0,3077.0,2042.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-mobiliado-com-1-dormitorio-closet-e-2-vagas-de-garagem-no-batel-r-6-100-00-1315914397,Curitiba,Batel
"Apartamento 1 Dormitório todo mobiliado à venda no Batel - Easy Life Emiliano, Curitiba -",2350,1.0,30.0,,1.0,60.0,510.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-1-dormitorio-todo-mobiliado-a-venda-no-batel-easy-life-emiliano-curitiba-1315914287,Curitiba,Centro
"Lindo studio para alugar, 30 m² por R$ 4.000/mês - Portão - Curitiba/PR",4000,1.0,30.0,,1.0,,350.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/lindo-studio-para-alugar-30-m-por-r-4-000-mes-portao-curitiba-pr-1315912340,Curitiba,Guaíra
Excelente Apê duplex no Cabral!,1800,2.0,71.0,1.0,2.0,1426.0,806.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/excelente-ape-duplex-no-cabral-1315910919,Curitiba,Cabral
Apartamento para locação no Centro Curitiba,2250,3.0,123.0,,2.0,,890.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-para-locacao-no-centro-curitiba-1315891574,Curitiba,Centro
Apartamento para locação no Portão.,1500,3.0,70.0,1.0,1.0,51.0,450.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-para-locacao-no-portao-1315884149,Curitiba,Portão
"Apartamento com 2 quartos para alugar por R$ 1190.00, 45.00 m2 - GANCHINHO - CURITIBA/PR",1190,2.0,45.0,1.0,1.0,60.0,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-quartos-para-alugar-por-r-1190-00-45-00-m2-ganchinho-curitiba-pr-1315882637,Curitiba,Ganchinho
SEGURO FIANÇA GRATUITO - Excelente Loft Mobiliado ao Lado do Shopping Curitiba,2200,1.0,33.0,,1.0,40.0,455.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/seguro-fianca-gratuito-excelente-loft-mobiliado-ao-lado-do-shopping-curitiba-1315882445,Curitiba,Centro
"Apartamento, semi mobiliado, 03 suítes, 02 Vagas, Alto da XV, Curitiba.",12800,3.0,182.0,2.0,5.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-semi-mobiliado-03-suites-02-vagas-alto-da-xv-curitiba-1315873495,Curitiba,Alto da Rua XV
"Apartamento com 2 quartos para alugar por R$ 2950.00, 59.54 m2 - BOA VISTA - CURITIBA/PR",2950,2.0,60.0,1.0,1.0,136.0,316.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-quartos-para-alugar-por-r-2950-00-59-54-m2-boa-vista-curitiba-pr-1315853035,Curitiba,Boa Vista
Aluga-se apartamento no Santa cândida,1500,2.0,58.0,1.0,1.0,500.0,370.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/aluga-se-apartamento-no-santa-candida-1315833939,Curitiba,Cidade Industrial
"Apartamento com 1 quarto para alugar por R$ 1600.00, 25.00 m2 - ATUBA - CURITIBA/PR",1600,1.0,25.0,1.0,1.0,,300.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-quarto-para-alugar-por-r-1600-00-25-00-m2-atuba-curitiba-pr-1315828033,Curitiba,Atuba
"Apartamento com 1 quarto para alugar por R$ 1490.00, 17.00 m2 - ATUBA - CURITIBA/PR",1490,1.0,17.0,1.0,1.0,,300.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-quarto-para-alugar-por-r-1490-00-17-00-m2-atuba-curitiba-pr-1315828014,Curitiba,Atuba
"Kitnet alugada 100% mobiliada, decorada e com utensílios domésticos. 1 dormitório - 20m²",1220,1.0,20.0,,1.0,20.0,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/kitnet-alugada-100-mobiliada-decorada-e-com-utensilios-domesticos-1-dormitorio-20m-1315743472,Curitiba,Campo de Santana
"Apartamento com 2 dormitórios para alugar, 61 m² por R$ 2.770,00/mês - Novo Mundo - Curiti",2350,2.0,62.0,2.0,1.0,,420.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-61-m-por-r-2-770-00-mes-novo-mundo-curiti-1315660178,Curitiba,Novo Mundo
"Apartamento com 2 dormitórios para alugar, 61 m² por R$ 3.170,00/mês - Novo Mundo - Curiti",2750,2.0,61.0,1.0,1.0,,420.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-61-m-por-r-3-170-00-mes-novo-mundo-curiti-1315660172,Curitiba,Novo Mundo
"Apartamento com 2 dormitórios para alugar, 61 m² por R$ 3.170,00/mês - Novo Mundo - Curiti",2750,2.0,62.0,1.0,1.0,,420.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-61-m-por-r-3-170-00-mes-novo-mundo-curiti-1315659620,Curitiba,Novo Mundo
"Apartamento com 2 dormitórios para alugar,por R$ 2.400/mês - Centro - Curitiba/PR",2400,2.0,42.0,1.0,1.0,1330.0,654.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-por-r-2-400-mes-centro-curitiba-pr-1315647668,Curitiba,Centro
"Apto com 4 dormitórios para alugar, 242 m² - Centro - Curitiba/PR",3800,4.0,242.0,2.0,5.0,4956.0,1610.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apto-com-4-dormitorios-para-alugar-242-m-centro-curitiba-pr-1315645105,Curitiba,Centro
Cobertura com 4 dormitórios - Centro - Curitiba/PR,3800,4.0,242.0,2.0,5.0,4956.0,1610.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/cobertura-com-4-dormitorios-centro-curitiba-pr-1315644004,Curitiba,Centro
"Apartamento Garden com 3 dormitórios, 64 m² - venda por R$ 450.000,00 ou aluguel por R$ 2.",2100,3.0,65.0,1.0,2.0,,335.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-garden-com-3-dormitorios-64-m-venda-por-r-450-000-00-ou-aluguel-por-r-2-1315641185,São José dos Pinhais,Cidade Jardim
"Studio para locação, Batel, Curitiba, PR",2400,1.0,33.0,,1.0,34.0,480.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studio-para-locacao-batel-curitiba-pr-1315638806,Curitiba,Batel
"Apartamento com 3 dormitórios para alugar, 180 m² por R$ 11.326,78/mês - Ecoville - Curiti",9000,3.0,180.0,3.0,5.0,6321.0,1800.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-dormitorios-para-alugar-180-m-por-r-11-326-78-mes-ecoville-curiti-1315636896,Curitiba,Mossunguê
"Apartamento com 2 dormitórios para alugar, 59 m² por R$ 3.359,96/mês - Bigorrilho - Curiti",2690,2.0,59.0,1.0,1.0,1440.0,550.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-59-m-por-r-3-359-96-mes-bigorrilho-curiti-1315635720,Curitiba,Bigorrilho
Apartamento para locação com 4 Quartos sendo 2 suítes e 2 vagas de garagem no Bairro Ecovi,7500,4.0,223.0,2.0,5.0,6000.0,1600.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-para-locacao-com-4-quartos-sendo-2-suites-e-2-vagas-de-garagem-no-bairro-ecovi-1315635588,Curitiba,Mossunguê
Excelente Apartamento de 01 quarto com sacada e churrasqueira para locação no Alto da Glór,1550,1.0,26.0,,1.0,931.0,300.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/excelente-apartamento-de-01-quarto-com-sacada-e-churrasqueira-para-locacao-no-alto-da-glor-1315635374,Curitiba,Centro
Apartamento Mobiliado com 01 dormitório para locação no Centro,1800,1.0,34.0,,1.0,615.0,536.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-mobiliado-com-01-dormitorio-para-locacao-no-centro-1315635327,Curitiba,Centro
Apartamento novo Campo Largo,950,2.0,50.0,1.0,1.0,45.0,320.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-novo-campo-largo-1315629301,Campo Largo,Bom Jesus
"COBERTURA DUPLEX, TERRAÇO, SALÃO GOURMET, 3 VAGAS, CONDOMINIO CLUB, JUVEVE, ALTO DA GLORIA",10900,3.0,144.0,3.0,3.0,376.0,1450.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/cobertura-duplex-terraco-salao-gourmet-3-vagas-condominio-club-juveve-alto-da-gloria-1315625014,Curitiba,Alto da Glória
APARTAMENTO ÓTIMA LOCALIZAÇÃO NO BATEL,3290,2.0,135.0,1.0,2.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-otima-localizacao-no-batel-1315621304,Curitiba,Batel
"Apartamento Semi-mobiliado no Valor de R$ 5.500,00",5500,3.0,151.0,3.0,4.0,364.0,1819.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-semi-mobiliado-no-valor-de-r-5-500-00-1315612405,Curitiba,Alto da Rua XV
"Apartamento com 2 dormitórios para alugar, 77 m² por R$ 4.063,24/mês - Bigorrilho - Curiti",3200,2.0,77.0,1.0,2.0,2011.0,696.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-77-m-por-r-4-063-24-mes-bigorrilho-curiti-1315612153,Curitiba,Bigorrilho
"Studio com 1 dormitório para alugar, 42 m² por R$ 2.833,39/mês - Bigorrilho - Curitiba/PR",2200,1.0,42.0,1.0,1.0,992.0,551.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studio-com-1-dormitorio-para-alugar-42-m-por-r-2-833-39-mes-bigorrilho-curitiba-pr-1315611852,Curitiba,Bigorrilho
"Apartamento com 1 dormitório para alugar no Ecosmart, 25 m² por R$ 3.200,00/mês - Mossungu",3200,1.0,25.0,1.0,1.0,475.0,500.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-dormitorio-para-alugar-no-ecosmart-25-m-por-r-3-200-00-mes-mossungu-1315604702,Curitiba,Mossunguê
More em localização privilegiada em um apartamento amplo.,3000,4.0,201.0,1.0,3.0,3120.0,1700.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/more-em-localizacao-privilegiada-em-um-apartamento-amplo-1315603587,Curitiba,Batel
"Cobertura com 3 dormitórios - venda por R$ 1.690.000,00 ou aluguel por R$ 9.280,00/mês - A",8000,3.0,253.0,2.0,5.0,,1280.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/cobertura-com-3-dormitorios-venda-por-r-1-690-000-00-ou-aluguel-por-r-9-280-00-mes-a-1315584911,Curitiba,Ahú
"Apartamento na VIla Izabel com 2 quartos de 115,96m² - Edifício Soleil Curitibano",3000,2.0,69.0,1.0,2.0,151.0,829.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-na-vila-izabel-com-2-quartos-de-115-96m-edificio-soleil-curitibano-1315530727,Curitiba,Vila Izabel
Oportunidade imperdível! Venha morar com todo o conforto com ótima localização.,2800,1.0,48.0,1.0,1.0,147.0,575.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/oportunidade-imperdivel-venha-morar-com-todo-o-conforto-com-otima-localizacao-1315523843,Curitiba,Centro
APARTAMENTO TÉRREO DE 3 QUARTOS NO BACACHERI,2000,3.0,140.0,,2.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-terreo-de-3-quartos-no-bacacheri-1315494205,Curitiba,Bacacheri
"Apartamento Mobiliado de Alto Padrão Com 3 Dormitórios 1 Suítes para Alugar, 98 M² Por R$",6000,3.0,98.0,2.0,2.0,280.0,650.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-mobiliado-de-alto-padrao-com-3-dormitorios-1-suites-para-alugar-98-m-por-r-1315458405,Curitiba,Alto da Glória
Apartamento 2 quartos mobiliado aluguel disponível,4400,2.0,55.0,1.0,1.0,132.0,650.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-2-quartos-mobiliado-aluguel-disponivel-1315456772,Curitiba,Portão
Imóvel para aluguel e venda tem 289 metros quadrados com 5 quartos em Mercês - Curitiba -,8000,5.0,289.0,5.0,3.0,100.0,100.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/imovel-para-aluguel-e-venda-tem-289-metros-quadrados-com-5-quartos-em-merces-curitiba-1315398675,Curitiba,Mercês
Apartamento mobiliado no Ed. Le Champ.,1900,1.0,39.0,,1.0,55.0,520.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-mobiliado-no-ed-le-champ-1315374134,Curitiba,Centro
Conheça um Novo Conceito de Moradia!,2206,2.0,44.0,1.0,1.0,,573.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/conheca-um-novo-conceito-de-moradia-1315202676,Curitiba,Rebouças
Apartamento de 01 quarto para alugar no Centro,1500,1.0,36.0,,1.0,57.0,1240.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-de-01-quarto-para-alugar-no-centro-1315095433,Curitiba,Centro
"Apartamento de 1 quarto no centro, em frete ao Shopping Curitiba!",2300,1.0,33.0,,1.0,30.0,300.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-de-1-quarto-no-centro-em-frete-ao-shopping-curitiba-1315075790,Curitiba,Centro
Seu novo lar com muita natureza,2600,3.0,90.0,1.0,2.0,93.0,1012.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/seu-novo-lar-com-muita-natureza-1315026171,Curitiba,Campo Comprido
"Apartamento com 2 dormitórios, 136 m² - venda por R$ 1.100.000,00 ou aluguel por R$ 5.605,",3000,2.0,136.0,2.0,2.0,3719.0,2296.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-136-m-venda-por-r-1-100-000-00-ou-aluguel-por-r-5-605-1315009450,Curitiba,Batel
Apartamento para alugar com 1 quarto no bairro São Francisco,1800,1.0,60.0,1.0,1.0,1440.0,1100.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-para-alugar-com-1-quarto-no-bairro-sao-francisco-1314981208,Curitiba,São Francisco
"Apartamento com 3 dormitórios para alugar, 74 m² por R$ 2.822,82/mês - Tingui - Curitiba/P",2200,3.0,74.0,2.0,2.0,1510.0,497.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-dormitorios-para-alugar-74-m-por-r-2-822-82-mes-tingui-curitiba-p-1314973702,Curitiba,Tingui
"Apartamento no Cascatinha de 77,67 m² com 2 quartos - 02827.001-KD",2900,2.0,77.0,1.0,2.0,40.0,460.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-no-cascatinha-de-77-67-m-com-2-quartos-02827-001-kd-1314950283,Curitiba,Cascatinha
Apartamento Mobiliado e Decorado para Alugar - Primeira Locação,2450,1.0,25.0,,1.0,,317.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-mobiliado-e-decorado-para-alugar-primeira-locacao-1314932207,Curitiba,Centro
"Apartamento no Residencial STM Mond Galerie, com 03 quartos, 01 suíte, 02 vagas de garagem",5400,3.0,113.0,2.0,3.0,243.0,570.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-no-residencial-stm-mond-galerie-com-03-quartos-01-suite-02-vagas-de-garagem-1314919941,Curitiba,Santo Inácio
"Apartamento com 4 quartos para alugar por R$ 4600.00, 214.86 m2 - AGUA VERDE - CURITIBA/PR",4600,4.0,215.0,2.0,4.0,420.0,1318.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-4-quartos-para-alugar-por-r-4600-00-214-86-m2-agua-verde-curitiba-pr-1314915552,Curitiba,Água Verde
Apartamento mobiliado,2700,3.0,160.0,2.0,3.0,75.0,150.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-mobiliado-1317012325,Curitiba,Prado Velho
"Apartamento no Centro de 78,41 m² com 1 quarto - 03628.003-RZ",2000,1.0,78.0,,1.0,,506.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-no-centro-de-78-41-m-com-1-quarto-03628-003-rz-1314904476,Curitiba,Centro
"Apartamento no Portão de 127,6 m² com 3 quartos - 02644.001-RZ",2500,3.0,127.0,1.0,1.0,,770.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-no-portao-de-127-6-m-com-3-quartos-02644-001-rz-1314902438,Curitiba,Portão
"Studio novo em condomínio clube, mobiliado,decorado e equipado, alto padrão , Centro Curit",2490,1.0,30.0,,1.0,55.0,395.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studio-novo-em-condominio-clube-mobiliado-decorado-e-equipado-alto-padrao-centro-curit-1314899108,Curitiba,Centro
"Apartamento com 1 quarto para alugar por R$ 2300.00, 26.12 m2 - JUVEVE - CURITIBA/PR",2300,1.0,26.0,,1.0,57.0,625.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-quarto-para-alugar-por-r-2300-00-26-12-m2-juveve-curitiba-pr-1314898728,Curitiba,Alto da Glória
"Apartamento para alugar, 24 m² por R$ 1.238,53/mês - Xaxim - Curitiba/PR",950,1.0,24.0,1.0,1.0,222.0,270.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-para-alugar-24-m-por-r-1-238-53-mes-xaxim-curitiba-pr-1314895055,Curitiba,Xaxim
Elysia - Lindo apartamento mobiliado com 1 Quarto - Região central de Curitiba,2550,1.0,25.0,,1.0,50.0,600.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/elysia-lindo-apartamento-mobiliado-com-1-quarto-regiao-central-de-curitiba-1314863038,Curitiba,Centro
Imóvel para aluguel possui 50 metros quadrados com 2 quartos,1300,2.0,50.0,1.0,1.0,59.0,320.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/imovel-para-aluguel-possui-50-metros-quadrados-com-2-quartos-1314843173,Almirante Tamandaré,Loteamento Marinoni
"Apartamento com 1 dormitório para alugar, 32 m² por R$ 2.999,00/mês - Centro - Curitiba/PR",2500,1.0,33.0,,1.0,828.0,430.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-dormitorio-para-alugar-32-m-por-r-2-999-00-mes-centro-curitiba-pr-1314750524,Curitiba,Centro
"Apartamento no Pinheirinho de 62,06 m² com 2 quartos - 04805.001-RZ",1900,2.0,62.0,1.0,1.0,,378.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-no-pinheirinho-de-62-06-m-com-2-quartos-04805-001-rz-1314745083,Curitiba,Pinheirinho
"Apartamento com 1 quarto para alugar por R$ 2600.00 à venda por R$ 499000.00, 60.00 m2 - C",2600,1.0,60.0,1.0,1.0,,702.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-quarto-para-alugar-por-r-2600-00-a-venda-por-r-499000-00-60-00-m2-c-1314735644,Curitiba,Cristo Rei
"Apartamento com 2 quartos para alugar por R$ 900.00, 42.00 m2 - CRUZEIRO - SAO JOSE DOS PI",900,2.0,42.0,1.0,1.0,32.0,306.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-quartos-para-alugar-por-r-900-00-42-00-m2-cruzeiro-sao-jose-dos-pi-1314735596,São José dos Pinhais,Cruzeiro
Apartamento alugar Campo Comprido- Curitiba,3000,3.0,70.0,1.0,2.0,,692.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-alugar-campo-comprido-curitiba-1314729702,Curitiba,Campo Comprido
"Studio para alugar, 24 m² por R$ 3.100,00/mês - Água Verde - Curitiba/PR",3100,1.0,24.0,1.0,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studio-para-alugar-24-m-por-r-3-100-00-mes-agua-verde-curitiba-pr-1314719836,Curitiba,Vila Izabel
Apartamento com 2 quartos para alugar em Campina Grande Do Sul,2589,2.0,58.0,1.0,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-quartos-para-alugar-em-campina-grande-do-sul-1314713628,Campina Grande do Sul,N/A
"Apartamento com 3 quartos no Batel de 271,94 m² - Edifício Port de L´Oviette",3900,3.0,159.0,2.0,4.0,356.0,1598.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-quartos-no-batel-de-271-94-m-edificio-port-de-l-oviette-1314636876,Curitiba,Água Verde
ED. IBÉRIA,6800,3.0,140.0,2.0,2.0,340.0,978.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/ed-iberia-1314604030,Curitiba,Mercês
ED. PORTAL DO ÁGUA VERDE,3500,3.0,95.0,1.0,2.0,181.0,612.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/ed-portal-do-agua-verde-1314603918,Curitiba,Água Verde
Apartamento no Graciosa Residencial Clube - Pinhais,1300,2.0,48.0,1.0,1.0,100.0,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-no-graciosa-residencial-clube-pinhais-1314543989,Pinhais,Atuba
"Apartamento com 2 dormitórios para alugar, 98 m² por R$ 3.253,53/mês - Ecoville - Curitiba",2650,2.0,98.0,1.0,1.0,1206.0,503.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-98-m-por-r-3-253-53-mes-ecoville-curitiba-1314473130,Curitiba,Cidade Industrial
"Apto com 2 dorm. sendo 2 suítes para alugar, 93 m² por R$ 6.300/mês - Água Verde - Curitib",6300,2.0,93.0,2.0,3.0,2880.0,791.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apto-com-2-dorm-sendo-2-suites-para-alugar-93-m-por-r-6-300-mes-agua-verde-curitib-1314456321,Curitiba,Água Verde
"Cobertura com 4 dormitórios para alugar, 333 m² por R$ 27.254,29/mês - Batel - Curitiba/PR",23000,4.0,334.0,4.0,5.0,14347.0,3059.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/cobertura-com-4-dormitorios-para-alugar-333-m-por-r-27-254-29-mes-batel-curitiba-pr-1314455953,Curitiba,Batel
"Apartamento com 1 dormitório para alugar, 44 m² por R$ 2.487,44/mês - Centro - Curitiba/PR",1900,1.0,44.0,1.0,1.0,809.0,520.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-dormitorio-para-alugar-44-m-por-r-2-487-44-mes-centro-curitiba-pr-1314451842,Curitiba,Centro
Apartamento para locação com 4 quartos com 2 suítes no Juvevê em Curitiba,4200,4.0,189.0,2.0,5.0,5580.0,1750.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-para-locacao-com-4-quartos-com-2-suites-no-juveve-em-curitiba-1314446014,Curitiba,Alto da Glória
"Apartamento com 4 dormitórios para alugar, 134 m² 2 vagas - Juvevê próximo à Feira do Juve",4100,4.0,135.0,2.0,3.0,4320.0,1045.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-4-dormitorios-para-alugar-134-m-2-vagas-juveve-proximo-a-feira-do-juve-1314445649,Curitiba,Juvevê
Apartamento mobiliado ao lado do Shopping Curitiba!,2300,1.0,40.0,,1.0,60.0,400.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-mobiliado-ao-lado-do-shopping-curitiba-1314441858,Curitiba,Centro
APARTAMENTO DE ALTO PADRÃO NO CABRAL,17000,3.0,227.0,3.0,5.0,847.0,2906.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-de-alto-padrao-no-cabral-1314429889,Curitiba,Cabral
Excelente apartamento localizado na melhor região do Bigorrilho com 130M²,3300,3.0,100.0,1.0,3.0,1800.0,1000.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/excelente-apartamento-localizado-na-melhor-regiao-do-bigorrilho-com-130m-1314411322,Curitiba,Bigorrilho
Apartamento de 3 quartos no bairro Água Verde,2500,3.0,83.0,1.0,2.0,129.0,600.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-de-3-quartos-no-bairro-agua-verde-1314407013,Curitiba,Água Verde
Apartamento de 1 quarto no bairro São Francisco,2500,1.0,43.0,1.0,2.0,106.0,880.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-de-1-quarto-no-bairro-sao-francisco-1314406559,Curitiba,São Francisco
IMOBILIARIA JUVEVÊ ALUGA APARTAMENTO SÃO FRANCISCO MERCÊS PRX AV.MANOEL RIBAS HOSPITAL NOS,2500,3.0,122.0,,2.0,,319.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/imobiliaria-juveve-aluga-apartamento-sao-francisco-merces-prx-av-manoel-ribas-hospital-nos-1314374860,Curitiba,São Francisco
